line_no,bank,bank_variant,cue_name,battle_cue_id,cue,sequence,waveform,awb_stream,character_code,character_name,gender,voice_target,classification,action,status,uexp_path,awb_path,audio_duration_sec,english_text,thai_text,transcript_status,transcript_source,battle_cry_class,thai_battle_cry
884,V_F_HEW_EN,,V_F_HEW_BTL_16200,16200,43,43,43,44,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.909,Your Highness!,ฝ่าบาท!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
885,V_F_HEW_EN,,V_F_HEW_BTL_16300,16300,44,44,44,45,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,2.054,It's in your hands now.,ต่อจากนี้ฝากเจ้าด้วย,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
886,V_F_HEW_EN,,V_F_HEW_BTL_16400,16400,45,45,45,46,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.38,Here!,นี่!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
887,V_F_HEW_EN,,V_F_HEW_BTL_16500,16500,46,46,46,47,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.584,Use this!,ใช้นี่!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
888,V_F_HEW_EN,,V_F_HEW_BTL_16600,16600,47,47,47,48,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.456,Now!,ตอนนี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
889,V_F_HEW_EN,,V_F_HEW_BTL_17410,17410,48,48,48,49,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.689,Be strong.,เข้มแข็งไว้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
890,V_F_HEW_EN,,V_F_HEW_BTL_17411,17411,49,49,49,50,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.146,This battle is ours.,ศึกนี้เป็นของเรา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
891,V_F_HEW_EN,,V_F_HEW_BTL_17412,17412,50,50,50,51,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.136,We must press onward!,เราต้องเดินหน้าต่อ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
892,V_F_HEW_EN,,V_F_HEW_BTL_17413,17413,51,51,51,52,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.505,Focus!,ตั้งสมาธิ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
893,V_F_HEW_EN,,V_F_HEW_BTL_17414,17414,52,52,52,53,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.587,Take aim!,เล็งให้ดี!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
894,V_F_HEW_EN,,V_F_HEW_BTL_17415,17415,53,53,53,54,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.862,I won't miss.,ข้าจะไม่พลาด,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
895,V_F_HEW_EN,,V_F_HEW_BTL_17416,17416,54,54,54,55,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.831,Try this!,ลองนี่ดู!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
896,V_F_HEW_EN,,V_F_HEW_BTL_17417,17417,55,55,55,56,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.895,From this range.,จากระยะนี้...,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
897,V_F_HEW_EN,,V_F_HEW_BTL_17418,17418,56,56,56,57,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.724,Allow me.,ให้ข้าจัดการ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
898,V_F_HEW_EN,,V_F_HEW_BTL_17420,17420,57,57,57,58,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.479,Floogie!,ฟลูจี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
899,V_F_HEW_EN,,V_F_HEW_BTL_17440,17440,58,58,58,59,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.637,Let's go!,ไปกันเลย!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
900,V_F_HEW_EN,,V_F_HEW_BTL_17441,17441,59,59,59,60,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.445,The battle has only begun.,การต่อสู้เพิ่งเริ่มเท่านั้น,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
901,V_F_HEW_EN,,V_F_HEW_BTL_17442,17442,60,60,60,61,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.002,We cannot lose.,เราแพ้ไม่ได้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
902,V_F_HEW_EN,,V_F_HEW_BTL_17450,17450,61,61,61,62,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.516,My arrow flies true.,ลูกธนูของข้าไม่พลาดเป้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
903,V_F_HEW_EN,,V_F_HEW_BTL_17451,17451,62,62,62,63,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.967,Come if you dare.,กล้าก็เข้ามา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
904,V_F_HEW_EN,,V_F_HEW_BTL_17460,17460,63,63,63,64,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.205,Darkness engulfs you.,ความมืดจะกลืนกินเจ้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
905,V_F_HEW_EN,,V_F_HEW_BTL_17461,17461,64,64,64,65,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.106,Not another step!,ห้ามก้าวต่อ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
906,V_F_HEW_EN,,V_F_HEW_BTL_17462,17462,65,65,65,66,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.813,You'll get no mercy from us.,อย่าหวังความเมตตาจากเรา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
907,V_F_HEW_EN,,V_F_HEW_BTL_17480,17480,66,66,66,67,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.239,"Lend me your wings, Floogie!",ให้ข้ายืมปีกของเจ้า ฟลูจี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
908,V_F_HEW_EN,,V_F_HEW_BTL_17500,17500,67,67,67,68,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.379,May fortune favor us.,ขอให้โชคเข้าข้างเรา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
909,V_F_HEW_EN,,V_F_HEW_BTL_17600,17600,68,68,68,69,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.579,The winds of change are blowing.,สายลมแห่งการเปลี่ยนแปลงกำลังพัดมา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
910,V_F_HEW_EN,,V_F_HEW_BTL_17700,17700,69,69,69,70,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.681,I will fight to my last breath.,ข้าจะสู้จนลมหายใจสุดท้าย,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
911,V_F_HEW_EN,,V_F_HEW_BTL_17800,17800,70,70,70,71,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.576,My pride is my shield.,ศักดิ์ศรีคือโล่ของข้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
912,V_F_HEW_EN,,V_F_HEW_BTL_17900,17900,71,71,71,72,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,0.878,At your service.,พร้อมรับใช้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
913,V_F_HEW_EN,,V_F_HEW_BTL_18000,18000,72,72,72,73,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.111,I won't let you down.,ข้าจะไม่ทำให้ผิดหวัง,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
914,V_F_HEW_EN,,V_F_HEW_BTL_18200,18200,73,73,73,74,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.374,It is an honor to serve,เป็นเกียรติที่ได้รับใช้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
915,V_F_HEW_EN,,V_F_HEW_BTL_18300,18300,74,74,74,75,HEW,Hughette,female,hughette,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HEW_EN.uexp,work/opening_trace_phase2/awb/V_F_HEW_EN.awb,1.179,Effort is rewarded.,ความพยายามย่อมได้ผลตอบแทน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
916,V_F_HOS_EN,,V_F_HOS_BTL_00400,400,0,0,0,1,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.91,"Come on, then.",เอาสิ เข้ามา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
917,V_F_HOS_EN,,V_F_HOS_BTL_00500,500,1,1,1,2,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.302,Now it's my turn.,ทีนี้ตาข้าแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
918,V_F_HOS_EN,,V_F_HOS_BTL_00600,600,2,2,2,3,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.371,"Feisty, aren't we?",คึกคักไม่เบาเลยนะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
919,V_F_HOS_EN,,V_F_HOS_BTL_00700,700,3,3,3,4,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.461,Leave everything to me.,ฝากทุกอย่างไว้กับข้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
920,V_F_HOS_EN,,V_F_HOS_BTL_01700,1700,4,4,4,5,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.015,This ain't pretty.,สถานการณ์ไม่สวยเลย,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
921,V_F_HOS_EN,,V_F_HOS_BTL_01800,1800,5,5,5,6,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.169,Better verbind this.,ต้องจัดการเรื่องนี้ให้ดีกว่านี้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
922,V_F_HOS_EN,,V_F_HOS_BTL_01900,1900,6,6,6,7,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,2.128,"I admit it, I'm on my back foot.",ยอมรับเลย ข้ากำลังเสียเปรียบ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
923,V_F_HOS_EN,,V_F_HOS_BTL_02000,2000,7,7,7,8,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.014,Just gotta do it.,ต้องลงมือแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
924,V_F_HOS_EN,,V_F_HOS_BTL_02700,2700,8,8,8,9,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.401,Didn't see that coming.,ไม่ทันคาดเลย,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
925,V_F_HOS_EN,,V_F_HOS_BTL_02800,2800,9,9,9,10,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.062,This ain't good.,แบบนี้ไม่ดีแน่,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
926,V_F_HOS_EN,,V_F_HOS_BTL_02900,2900,10,10,10,11,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.989,All right!,เอาล่ะ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
927,V_F_HOS_EN,,V_F_HOS_BTL_03000,3000,11,11,11,12,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.93,[BATTLE CRY],ฮ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮ้า!
928,V_F_HOS_EN,,V_F_HOS_BTL_03100,3100,12,12,12,13,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.358,[BATTLE CRY],เอ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,เอ้า!
929,V_F_HOS_EN,,V_F_HOS_BTL_03200,3200,13,13,13,14,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.073,Hey-ya!,เฮ้ย่า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
930,V_F_HOS_EN,,V_F_HOS_BTL_03300,3300,14,14,14,15,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.754,[BATTLE CRY],เอ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,เอ้า!
931,V_F_HOS_EN,,V_F_HOS_BTL_03400,3400,15,15,15,16,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.435,[BATTLE CRY],เอ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,เอ้า!
932,V_F_HOS_EN,,V_F_HOS_BTL_03500,3500,16,16,16,17,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.373,Was nice knowing ya.,ยินดีที่ได้รู้จักกันนะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
933,V_F_HOS_EN,,V_F_HOS_BTL_03600,3600,17,17,17,18,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.663,This might sting some.,อาจเจ็บนิดหน่อยนะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
934,V_F_HOS_EN,,V_F_HOS_BTL_08800,8800,18,18,18,19,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.839,Over here!,ทางนี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
935,V_F_HOS_EN,,V_F_HOS_BTL_08900,8900,19,19,19,20,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.388,I'm cutting you off.,ข้าจะตัดทางเจ้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
936,V_F_HOS_EN,,V_F_HOS_BTL_09000,9000,20,20,20,21,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.281,One more round.,อีกยกหนึ่ง,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
937,V_F_HOS_EN,,V_F_HOS_BTL_14200,14200,21,21,21,22,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.986,"Well, that worked.",อืม ได้ผลแฮะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
938,V_F_HOS_EN,,V_F_HOS_BTL_14300,14300,22,22,22,23,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,1.361,Saw right through ya.,มองแผนเจ้าออกหมดแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
939,V_F_HOS_EN,,V_F_HOS_BTL_14400,14400,23,23,23,24,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.657,What in the?,อะไรกันเนี่ย?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
940,V_F_HOS_EN,,V_F_HOS_BTL_14500,14500,24,24,24,25,HOS,ฮอสซาบาร่า,female,hossabara,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_HOS_EN.uexp,work/opening_trace_phase2/awb/V_F_HOS_EN.awb,0.832,That wasn't it.,ไม่ใช่แบบนี้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
